공고ID,사업명,주관부처,분야,사업설명,주요키워드,공고링크,마감일,키워드리스트,source
R25BK00599408,정읍연지유치원 식생활관 및 교실 증축공사,전북특별자치도교육청 전북특별자치도정읍교육지원청,조달청 또는 나라장터 자체 공고건,정읍연지유치원 식생활관 및 교실 증축공사,"정읍연지유치원,식생활관,교실,증축공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['정읍연지유치원', '식생활관', '교실', '증축공사']",bid_list_converted.csv
R25BK00600742,동면 행정복지센터 신축공사(통신),충청남도 천안시,조달청 또는 나라장터 자체 공고건,동면 행정복지센터 신축공사(통신),"동면,행정복지센터,신축공사,통신",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 14:00:00,"['동면', '행정복지센터', '신축공사', '통신']",bid_list_converted.csv
R25BK00600001,봉계지구 과실전문생산단지 기반조성사업 토목공사,한국농어촌공사 경북지역본부 포항지사,조달청 또는 나라장터 자체 공고건,봉계지구 과실전문생산단지 기반조성사업 토목공사,"봉계지구,과실전문생산단지,기반조성사업,토목공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['봉계지구', '과실전문생산단지', '기반조성사업', '토목공사']",bid_list_converted.csv
R25BK00600332,고지문성지구 과실전문생산단지 기반조성사업 토목공사,한국농어촌공사 경북지역본부 포항지사,조달청 또는 나라장터 자체 공고건,고지문성지구 과실전문생산단지 기반조성사업 토목공사,"고지문성지구,과실전문생산단지,기반조성사업,토목공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['고지문성지구', '과실전문생산단지', '기반조성사업', '토목공사']",bid_list_converted.csv
R25BK00600785,횡성중 교사동 냉난방개선 전기공사,강원특별자치도교육청 강원특별자치도횡성교육지원청,조달청 또는 나라장터 자체 공고건,횡성중 교사동 냉난방개선 전기공사,"횡성중,교사동,냉난방개선,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['횡성중', '교사동', '냉난방개선', '전기공사']",bid_list_converted.csv
R25BK00600329,2025년도 하수도 준설공사(단가계약),부산광역시 사하구,조달청 또는 나라장터 자체 공고건,2025년도 하수도 준설공사(단가계약),"2025년도,하수도,준설공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 12:00:00,"['2025년도', '하수도', '준설공사', '단가계약']",bid_list_converted.csv
R25BK00600664,2025년도 하수관로 준설공사(단가계약),부산광역시 사하구,조달청 또는 나라장터 자체 공고건,2025년도 하수관로 준설공사(단가계약),"2025년도,하수관로,준설공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 12:00:00,"['2025년도', '하수관로', '준설공사', '단가계약']",bid_list_converted.csv
R25BK00600826,애몰골저수지 지표수보강 개발사업,경상남도 산청군,조달청 또는 나라장터 자체 공고건,애몰골저수지 지표수보강 개발사업,"애몰골저수지,지표수보강,개발사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['애몰골저수지', '지표수보강', '개발사업']",bid_list_converted.csv
R25BK00600762,김포공항(5) 외 5역 노후 에스컬레이터 교체 건축공사,서울교통공사,조달청 또는 나라장터 자체 공고건,김포공항(5) 외 5역 노후 에스컬레이터 교체 건축공사,"김포공항,5역,노후,에스컬레이터,교체,건축공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['김포공항', '5역', '노후', '에스컬레이터', '교체', '건축공사']",bid_list_converted.csv
R25BK00600665,영등포공업고등학교 본관동 외부창호개선공사,서울특별시교육청 영등포공업고등학교,조달청 또는 나라장터 자체 공고건,영등포공업고등학교 본관동 외부창호개선공사,"영등포공업고등학교,본관동,외부창호개선공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 12:00:00,"['영등포공업고등학교', '본관동', '외부창호개선공사']",bid_list_converted.csv
R25BK00600869,현대고등학교 아산관 방화유리문 설치공사,서울특별시교육청 현대고등학교,조달청 또는 나라장터 자체 공고건,현대고등학교 아산관 방화유리문 설치공사,"현대고등학교,아산관,방화유리문,설치공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-31 14:00:00,"['현대고등학교', '아산관', '방화유리문', '설치공사']",bid_list_converted.csv
R25BK00599973,하회장터 개선사업 전기공사,경상북도 안동시,조달청 또는 나라장터 자체 공고건,하회장터 개선사업 전기공사,"하회장터,개선사업,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-06 12:00:00,"['하회장터', '개선사업', '전기공사']",bid_list_converted.csv
R25BK00599707,오송중 임시교사 철거 부대공사 수의견적 공고,충청북도교육청 충청북도청주교육지원청,조달청 또는 나라장터 자체 공고건,오송중 임시교사 철거 부대공사 수의견적 공고,"오송중,임시교사,철거,부대공사,수의견적,공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['오송중', '임시교사', '철거', '부대공사', '수의견적', '공고']",bid_list_converted.csv
R25BK00600320,2024년 빈집철거정비사업 건축물 철거공사,광주광역시 남구,조달청 또는 나라장터 자체 공고건,2024년 빈집철거정비사업 건축물 철거공사,"2024년,빈집철거정비사업,건축물,철거공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2024년', '빈집철거정비사업', '건축물', '철거공사']",bid_list_converted.csv
R25BK00600379,국공립 해링턴플레이스 어린이집 리모델링 공사,인천광역시 부평구,조달청 또는 나라장터 자체 공고건,국공립 해링턴플레이스 어린이집 리모델링 공사,"국공립,해링턴플레이스,어린이집,리모델링,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['국공립', '해링턴플레이스', '어린이집', '리모델링', '공사']",bid_list_converted.csv
R25BK00600964,두호마을(구 국도주변) 지방상수도 확장사업,경상남도 고성군 상하수도사업소,조달청 또는 나라장터 자체 공고건,두호마을(구 국도주변) 지방상수도 확장사업,"두호마을,국도주변,지방상수도,확장사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['두호마을', '국도주변', '지방상수도', '확장사업']",bid_list_converted.csv
R25BK00600532,국공립 센트럴파크 어린이집 리모델링 공사,인천광역시 부평구,조달청 또는 나라장터 자체 공고건,국공립 센트럴파크 어린이집 리모델링 공사,"국공립,센트럴파크,어린이집,리모델링,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 14:00:00,"['국공립', '센트럴파크', '어린이집', '리모델링', '공사']",bid_list_converted.csv
R25BK00600931,2025년 서신면 소규모 도로 및 배수로 유지보수 공사(단가계약),경기도 화성시 서신면,조달청 또는 나라장터 자체 공고건,2025년 서신면 소규모 도로 및 배수로 유지보수 공사(단가계약),"2025년,서신면,소규모,도로,배수로,유지보수,공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 11:00:00,"['2025년', '서신면', '소규모', '도로', '배수로', '유지보수', '공사', '단가계약']",bid_list_converted.csv
R25BK00601010,연풍면금대마을광역상수도확장공사,충청북도 괴산군,조달청 또는 나라장터 자체 공고건,연풍면금대마을광역상수도확장공사,연풍면금대마을광역상수도확장공사,https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 16:00:00,['연풍면금대마을광역상수도확장공사'],bid_list_converted.csv
R25BK00600740,2025년 임목수확(봉평 1차)사업,산림청 동부지방산림청 평창국유림관리소,조달청 또는 나라장터 자체 공고건,2025년 임목수확(봉평 1차)사업,"2025년,임목수확,봉평,1차,사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['2025년', '임목수확', '봉평', '1차', '사업']",bid_list_converted.csv
R25BK00601025,2025년 이천시 자가통신망 광케이블선로 이설공사(단가계약),경기도 이천시,조달청 또는 나라장터 자체 공고건,2025년 이천시 자가통신망 광케이블선로 이설공사(단가계약),"2025년,이천시,자가통신망,광케이블선로,이설공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '이천시', '자가통신망', '광케이블선로', '이설공사', '단가계약']",bid_list_converted.csv
R25BK00601027,제2025-57호,인천광역시 상수도사업본부,조달청 또는 나라장터 자체 공고건,제2025-57호,"제2025,57호",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['제2025', '57호']",bid_list_converted.csv
R25BK00601061,소수고마리광역상수도확장공사,충청북도 괴산군,조달청 또는 나라장터 자체 공고건,소수고마리광역상수도확장공사,소수고마리광역상수도확장공사,https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 16:00:00,['소수고마리광역상수도확장공사'],bid_list_converted.csv
R25BK00601027,2025년 북부1구역 세대별 계량기 설치공사(연간계약),인천광역시 상수도사업본부,조달청 또는 나라장터 자체 공고건,2025년 북부1구역 세대별 계량기 설치공사(연간계약),"2025년,북부1구역,세대별,계량기,설치공사,연간계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '북부1구역', '세대별', '계량기', '설치공사', '연간계약']",bid_list_converted.csv
R25BK00601036,방계지구 농어촌취약지역 생활여건개조사업 통신공사,한국농어촌공사 경남지역본부 의령지사,조달청 또는 나라장터 자체 공고건,방계지구 농어촌취약지역 생활여건개조사업 통신공사,"방계지구,농어촌취약지역,생활여건개조사업,통신공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-23 15:00:00,"['방계지구', '농어촌취약지역', '생활여건개조사업', '통신공사']",bid_list_converted.csv
R25BK00601046,진북면 기초생활거점육성사업 소방공사,한국농어촌공사 경남지역본부 창원지사,조달청 또는 나라장터 자체 공고건,진북면 기초생활거점육성사업 소방공사,"진북면,기초생활거점육성사업,소방공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-23 16:00:00,"['진북면', '기초생활거점육성사업', '소방공사']",bid_list_converted.csv
R25BK00600990,대촌중 보건실현대화사업 환경개선공사 수의계약 안내공고,광주광역시교육청 광주광역시서부교육지원청 대촌중학교,조달청 또는 나라장터 자체 공고건,대촌중 보건실현대화사업 환경개선공사 수의계약 안내공고,"대촌중,보건실현대화사업,환경개선공사,수의계약,안내공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['대촌중', '보건실현대화사업', '환경개선공사', '수의계약', '안내공고']",bid_list_converted.csv
R25BK00600804,팽성읍 안정리 77번지 일원 대형관정 설치공사,경기도 평택시,조달청 또는 나라장터 자체 공고건,팽성읍 안정리 77번지 일원 대형관정 설치공사,"팽성읍,안정리,77번지,일원,대형관정,설치공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-23 17:00:00,"['팽성읍', '안정리', '77번지', '일원', '대형관정', '설치공사']",bid_list_converted.csv
R25BK00600640,[입찰공고] 표선고 기숙사 증축 전기공사,제주특별자치도교육청,조달청 또는 나라장터 자체 공고건,[입찰공고] 표선고 기숙사 증축 전기공사,"입찰공고,표선고,기숙사,증축,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-12 10:00:00,"['입찰공고', '표선고', '기숙사', '증축', '전기공사']",bid_list_converted.csv
R25BK00601192,2025년 상반기 소나무재선충병 긴급방제사업(임고1지구),경상북도 영천시,조달청 또는 나라장터 자체 공고건,2025년 상반기 소나무재선충병 긴급방제사업(임고1지구),"2025년,상반기,소나무재선충병,긴급방제사업,임고1지구",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-23 15:00:00,"['2025년', '상반기', '소나무재선충병', '긴급방제사업', '임고1지구']",bid_list_converted.csv
R25BK00601111,2025년 동부권 재난대비 하수도 긴급민원공사(총액단가),전북특별자치도 김제시,조달청 또는 나라장터 자체 공고건,2025년 동부권 재난대비 하수도 긴급민원공사(총액단가),"2025년,동부권,재난대비,하수도,긴급민원공사,총액단가",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 16:00:00,"['2025년', '동부권', '재난대비', '하수도', '긴급민원공사', '총액단가']",bid_list_converted.csv
